account.licenseNumber;account.name;listing.address.city;listing.address.country;listing.address.street;listing.title
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Avenida Duque de Caxias;São Paulo - Apartamento Padrão - Santa Cecília
00037-J-SP;IMOBILIARIA DANELLI LTDA - EPP;Taubaté;BR;normal;Taubaté - Apartamento Padrão - Centro
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua José Ataliba Ortiz;São Paulo - Apartamento Padrão - Vila Mangalot
10179-J-SP;PROVECTUM IMÓVEIS;Campinas;BR;Rua Alecrins;Campinas - Apartamento Padrão - Cambuí
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Santo André;BR;Rua Gonzaga Franco;Santo André - Apartamento Padrão - Jardim
09544-J-SP;IMOVEIS VILLANI;São José dos Campos;BR;Avenida Heitor Villa Lobos;São José dos Campos - Apartamento Padrão - Jardim São Dimas
31415-F-RJ;CHERENE IMOBILIÁRIA;Rio de Janeiro;BR;Rua Luiz Paulistano;Alugo apartamento 3 quartos, 86m², na Rua Luiz Paulistano - Recreio dos Bandeirantes!
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Porto Alegre;BR;Avenida Alegrete;Porto Alegre - Apartamento Padrão - Petrópolis
29427-J-SP;OPEN NEGOCIOS IMOBILIARIOS;Santo André;BR;Rua Laureano;Santo André - Apartamento Padrão - Vila Camilópolis
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Avenida Ministro Edgard Romero;Rio de Janeiro - Apartamento Padrão - Irajá
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Rua A;Rio de Janeiro - Apartamento Padrão - Pechincha
04149-J-MG;APACHE PONTE NOVA;Ponte Nova;BR;normal;Ponte Nova - Apartamento Padrão - Palmeiras
00769-J-SP;ROSSI IMÓVEIS;São Paulo;BR;Rua João Antônio de Oliveira;São Paulo - Apartamento Padrão - Mooca
23394-J-SP;Rocca e França Negócios Imobiliários ltda;São Paulo;BR;normal;SÃO PAULO - Apartamento Padrão - JARDIM PAULISTANO
22461-J-SP;FMS IMOVEIS;São Paulo;BR;Rua Luís Correia de Melo;São Paulo - Apartamento Padrão - Chácara Santo Antonio
06414-J-RJ;VILLARREAL IMOBILIÁRIA;Rio de Janeiro;BR;Rua Ferreira de Andrade;COND. REFINATTO Infra estrutura completa, andar baixo com 83 m² e 3 quartos e varanda
06939-J-RJ;LGM IMOVEIS DE NITEROI LTDA;Niterói;BR;Rua Carolina Alves;Niterói - Apartamento Padrão - Badu
normal;RUBENS AGUIRRE ADM. IMOVEIS LTDA;Rio de Janeiro;BR;Rua São Francisco Xavier;Apartamento para aluguel possui 95 metros quadrados com 2 quartos em Tijuca - Rio de Janeiro - RJ
25038-J-SP;Lopes Vitória Garden;São Paulo;BR;Rua Alessandro Leopardi;São Paulo - Apartamento Padrão - PIRITUBA
20189-J-SP;AE Patrimônio Consultores Imobiliários;Sorocaba;BR;Rua Paschoal Bernal Vecina;SOROCABA - Apartamento Padrão - Prestes de Barros
20189-J-SP;AE Patrimônio Consultores Imobiliários;Sorocaba;BR;Rua Paschoal Bernal Vecina;SOROCABA - Apartamento Padrão - Prestes de Barros
06083-J-RJ;GREEN IMÓVEIS;Rio de Janeiro;BR;Estrada Paulo de Medeiros;Rio de Janeiro - Apartamento Padrão - Água Santa
06051-J-SP;GONCALVES IMOVEIS E CONDOMINIOS LTDA;São Bernardo do Campo;BR;Avenida João Firmino;SAO BERNARDO DO CAMPO - Apartamento Padrão - BAIRRO ASSUNCAO
normal;Lokey Consultoria Imobiliária;Rio de Janeiro;BR;Rua Aiuru;2 Qrtos. c/Varanda. Silencioso Humaita.
04386-J-PR;IMOBILIARIA MONACO;Londrina;BR;Rua Ulrico Zuínglio;Londrina - Apartamento Padrão - Gleba Palhano
030106-J-SP;Gallo Imobiliária Ltda;Vinhedo;BR;Estrada da Boiada;Vinhedo - Apartamento Padrão - Pinheirinho
24639-J-RS;RITA LUZ IMÓVEIS;Porto Alegre;BR;Rua Santo Antônio;Apartamento para aluguel tem 130 metros quadrados com 3 quartos em Floresta - Porto Alegre - RS
21169-J-SP;LOPES IMOPLAN;São Paulo;BR;Rua Carlos Weber;São Paulo - Apartamento Padrão - VILA LEOPOLDINA
22501-J-SP;CARLOS FERRARI IMÓVEIS;São Paulo;BR;Rua Pedro Doll;São Paulo - Apartamento Padrão - Santana
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Belo Horizonte;BR;Rua Juruena;Belo Horizonte - Apartamento Padrão - Buritis
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Elisiário;São Paulo - Apartamento Padrão - Tatuapé
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua das Pérolas;São Paulo - Apartamento Padrão - Jabaquara
23030-F-SP;Compare Imobiliária.;Guarulhos;BR;Rua Cônsul Orestes Correa;Guarulhos - Apartamento Padrão - Macedo
22002-F-RS;PAESI IMÓVEIS LOCAÇÕES;Porto Alegre;BR;Rua Piauí;PORTO ALEGRE - Apartamento Padrão - SANTA MARIA GORETTI
27419-J-SP;Smero Imóveis Ltda - Me;São Paulo;BR;Rua Diamante Preto;São Paulo - Apartamento Padrão - Chácara Califórnia
26567-J-SP;Bamberg Imóveis únicos;São Paulo;BR;Avenida Lavandisca;São Paulo - Apartamento Padrão - Moema
252729-F-SP;Pleno Imóveis - Swiss Park;Campinas;BR;Rua Alecrins;Campinas - Apartamento Padrão - Cambuí
00310-F-RJ;MIALZIR ALVIM DE MINAS SANTOS;Rio de Janeiro;BR;Rua Figueiredo Magalhães;Apartamento de 40 metros quadrados no bairro Copacabana com 1 quarto
04883-J-DF;DALL'OCA IMOVEIS;Brasília;BR;Alameda Gravatá Quadra 301 Conjunto 14;BRASÍLIA - Apartamento Padrão - ÁGUAS CLARAS
14575-F-RJ;JORGE ALMIR IMÓVEIS NITERÓI;Niterói;BR;Alameda São Boaventura;Apartamento para aluguel com 82 metros quadrados com 3 quartos em Fonseca - Niterói - RJ
03214-J-MG;MIRIAN DAYRELL IMÓVEIS;Belo Horizonte;BR;normal;Belo Horizonte - Apartamento Padrão - Renascença
28914-J-SP;Zeloimóveis;Campinas;BR;Avenida Doutor Carlos de Campos;Campinas - Apartamento Padrão - Vila Industrial
25225-J-SP;Remax City Jundiaí;Jundiaí;BR;normal;Jundiaí - Apartamento Padrão - Jardim das Samambaias
36014-F-RJ;JOSE ALBERTO STABILE;Niterói;BR;Rua Joaquim Távora;Apartamento de 80 metros quadrados no bairro Icaraí com 2 quartos
17181-F-RJ;LIGUE IMÓVEIS;Rio de Janeiro;BR;Estrada dos Bandeirantes;Apartamento para aluguel com 60 metros quadrados com 2 quartos em Jacarepaguá - Rio de Janeiro - RJ
32970-J-SP;Beatriz Penha;São José do Rio Preto;BR;Avenida Benedito Rodrigues Lisboa;Apartamento com 2 dormitórios, 90 m² - venda por 230.000,00 ou aluguel por 1.000,00/mês - Jard
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Leopoldo;BR;Avenida Albino Timm;São Leopoldo - Apartamento Padrão - Feitoria
05051-J-MG;ASPE IMOVEIS;Belo Horizonte;BR;Rua Miguel Abras;Belo Horizonte - Apartamento Padrão - Serra
01397-J-RJ;PALMARES ADMINISTRADORA DE IMÓVEIS LTDA;Rio de Janeiro;BR;Rua Marquês de Valença;Apartamento de 87 metros quadrados no bairro Tijuca com 3 quartos
normal;MARIA APARECIDA CARREGOSA DE FREITAS;Rio de Janeiro;BR;Rua Hilário de Gouveia;Apartamento em Copacabana na Rua Hilário de Gouveia
031736-J-SP;Barão Imóveis  de Jundiaí Ltda;Jundiaí;BR;Rua Barão de Teffé;Jundiaí - Apartamento Padrão - Jardim Ana Maria
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Bernardo do Campo;BR;Rua Américo Brasiliense;São Bernardo do Campo - Apartamento Padrão - Nova Petrópolis
29076-J-SP;DUT PRIME IMÓVEIS;Campinas;BR;Rua Luzitana;Campinas - Apartamento Padrão - Bosque
28914-J-SP;Zeloimóveis;Campinas;BR;Rua Júlio Frank de Arruda;Campinas - Apartamento Padrão - Botafogo
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Avenida Cupecê;São Paulo - Apartamento Padrão - Jardim Marajoara
05110-J-SP;LANZA IMÓVEIS;Campinas;BR;Rua Adelino Martins;Campinas - Apartamento Padrão - Mansões Santo Antônio
20189-J-SP;AE Patrimônio Consultores Imobiliários;Sorocaba;BR;Avenida Barão de Tatuí;SOROCABA - Apartamento Padrão - Vergueiro
20781-J-SP;ANDERSON VIANA EMPREENDIMENTOS IMOBILIARIOS LTDA - ME;Santo André;BR;normal;Apartamento com 3 dormitórios para alugar, 90 m² por 1.500,00/mês - Parque das Nações - Santo And
19578-J-SP;MARENGO IMOVEIS LTDA. - ME;São Paulo;BR;normal;São Paulo - Apartamento Padrão - TATUAPÉ
07316-J-RJ;EASY NEGÓCIOS IMOBILIÁRIOS LTDA;Rio de Janeiro;BR;normal;Rio de Janeiro - Apartamento Padrão - Ipanema
047614-F-RJ;RG COUTO IMÓVEIS;Rio de Janeiro;BR;Avenida Lúcio Costa;Rio de Janeiro - Apartamento Padrão - Barra da Tijuca
29976-F-RJ;Regina Monteiro;Rio de Janeiro;BR;Avenida Lúcio Costa;Apartamento de 126 metros quadrados no bairro Barra da Tijuca com 3 quartos
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Maria Figueiredo;São Paulo - Apartamento Padrão - Paraíso
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Porto Alegre;BR;Rua Paes de Andrade;Porto Alegre - Apartamento Padrão - Menino Deus
105516-F-SP;EXEMPLAR IMÓVEIS;São Paulo;BR;Rua Ministro Romeiro Neto;São Paulo - Apartamento Padrão - Vila Basileia
001246-J-RJ;ML Administradora de  Imóveis Ltda;Rio de Janeiro;BR;Rua Marechal Trompowsky;RIO DE JANEIRO - Apartamento Padrão - TIJUCA
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Vinte e Oito de Setembro;São Paulo - Apartamento Padrão - Ipiranga
8236-J-RJ;TERRAZO IMOVEIS;Teresópolis;BR;Rua Manoel José Lebrão;Teresópolis - Apartamento Padrão - Ermitage
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Niterói;BR;Avenida Almirante Ary Parreiras;Niterói - Apartamento Padrão - Icaraí
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Avenida General Valdomiro de Lima;São Paulo - Apartamento Padrão - Jabaquara
076014-F-RJ;Filipe R. M. Lucas;Niterói;BR;Rua Álvares de Azevedo;Apartamento para aluguel com 1 quarto no edifício Celebrity Icarai
26342-J-SP;RE/MAX Flow;São Paulo;BR;Rua Silva Correia;São Paulo - Apartamento Padrão - Vila Nova Conceição
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Campinas;BR;Avenida Baden Powell;Campinas - Apartamento Padrão - Parque Prado
04115-J-SC;IMOBILIARIA BORBA;Joinville;BR;normal;APARTAMENTO MOBILIADO COM 02 QUARTOS
105516-F-SP;EXEMPLAR IMÓVEIS;São Paulo;BR;Rua Paim;São Paulo - Apartamento Padrão - Bela Vista
19371-J-SP;Open Door Imóveis;São Paulo;BR;Avenida Brigadeiro Luís Antônio;São Paulo - Apartamento Padrão - Bela Vista
82320-J-SP;AGENCIA DA PRAIA IMOVEIS;Praia Grande;BR;Rua Gávea;Praia Grande - Apartamento Padrão - Vila Guilhermina
33156-J-SP;Lopes Alphavilly;Indaiatuba;BR;Rua Dom Pedro I;Indaiatuba - Apartamento Padrão - Cidade Nova I
02696-J-PR;PEREZ EMPREENDIMENTOS IMOBILIARIOS S/S LTDA;Londrina;BR;normal;LONDRINA - Apartamento Padrão - VILA BRASIL
00029-J-SC;Brognoli Imóveis Ltda;Florianópolis;BR;Rua Heitor Luz;APARTAMENTO MOBILIADO NO CENTRO !
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Avenida Raimundo Pereira de Magalhães;São Paulo - Apartamento Padrão - Lapa
04883-J-DF;DALL'OCA IMOVEIS;Brasília;BR;Alameda Gravatá Quadra 301 Conjunto 14;BRASÍLIA - Apartamento Padrão - ÁGUAS CLARAS
14575-F-RJ;JORGE ALMIR IMÓVEIS NITERÓI;Niterói;BR;Alameda São Boaventura;Apartamento para aluguel com 82 metros quadrados com 3 quartos em Fonseca - Niterói - RJ
025108-F-SP;Carbinato Imóveis;São Paulo;BR;Rua Barão de Capanema;SãO PAULO - Apartamento Padrão - Jardim América
05172-J-SP;IMOBILIARIA NOVO PORTO SEGURO LTDA - EPP;São Paulo;BR;normal;SãO PAULO - Apartamento Padrão - Jaçanã
84625-F-SP;Marcos Falcão Isikawa;Santos;BR;Avenida Presidente Wilson;Apartamento de 01 dormitório com 72m2, finamente decorado e mobiliado na Pompéia em Santos/SP
25188-J-SP;Andrade & Menezes Negócios Imobiliários Ltda. Me;Ribeirão Preto;BR;Rua Capitão Pereira Lago;Apartamento com 3 dormitórios à venda, 84 m² por 230.000 - Vila Monte Alegre - Ribeirão Preto/SP
31219-J-SP;VITALE IMOVEIS LTDA;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Mooca
14226-J-SP;LELLO IMÓVEIS PERDIZES LOCAÇÃO;São Paulo;BR;Rua Heitor Penteado;São Paulo - Apartamento Padrão - Vila Madalena
03327-J-MG;RIBEIRO E ARRABAL NEGÓCIOS IMOBILIÁRIOS LTDA;Juiz de Fora;BR;Avenida Olegário Maciel;Juiz de Fora - Apartamento Padrão - Santa Helena
29801-J-SP;BDL SOLUCOES IMOBILIÁRIAS EIRELI  ME;Campinas;BR;Avenida Imperatriz Leopoldina;Campinas - Apartamento Padrão - Vila Nova
168895-F-SP;THIAGO CHODRAUI ARAUJO DE VASCONCELLOS;Ribeirão Preto;BR;normal;Apartamento residencial para venda e locação, Sumarezinho, Ribeirão Preto - AP0059.
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Alves Guimarães;São Paulo - Apartamento Padrão - Pinheiros
64596-F-RJ;Guto Amorim;Nova Iguaçu;BR;Avenida Doutor Mário Guimarães;Nova Iguaçu - Apartamento Padrão - Centro
03751-J-PR;Basi Assessoria Imobiliária;Curitiba;BR;Rua Presidente Carlos Cavalcanti;Apartamento com 1 quarto para alugar por 1200.00, 57.00 m2 - SAO FRANCISCO - CURITIBA/PR
58012-F-RJ;Marcia Ewerton;Rio de Janeiro;BR;Avenida Lúcio Costa;Apartamento de 200 metros quadrados no bairro Barra da Tijuca com 1 quarto
25225-J-SP;Remax City Jundiaí;Jundiaí;BR;normal;Jundiaí - Apartamento Padrão - Parque Residencial Eloy Chaves
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Bernardo do Campo;BR;Avenida Dom Jaime de Barros Câmara;São Bernardo do Campo - Apartamento Padrão - Planalto
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Belo Horizonte;BR;Rua Zurick;Belo Horizonte - Apartamento Padrão - Nova Suissa
007210-J-RJ;MAXFF IMÓVEIS;Rio de Janeiro;BR;Estrada Pau-ferro;Apartamento de 55 metros quadrados no bairro Pechincha com 2 quartos
82320-J-SP;AGENCIA DA PRAIA IMOVEIS;Praia Grande;BR;Rua Martim Afonso de Souza;Praia Grande - Apartamento Padrão - Aviação
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Comendador Joaquim Monteiro;São Paulo - Apartamento Padrão - Santana
30338-J-SP;PINHEIRO IMÓVEIS VENDAS ACESSORIA E ADMINISTRAÇÃO LTDA;Santo André;BR;Avenida dos Andradas;SANTO ANDRÉ - Apartamento Padrão - VILA ASSUNÇÃO
000000-F-RS;CASA DOS SÍNDICOS;Porto Alegre;BR;Rua Joaquim de Carvalho;Apartamento de 52 metros quadrados no bairro Vila Nova com 2 quartos
01397-J-RJ;PALMARES ADMINISTRADORA DE IMÓVEIS LTDA;Rio de Janeiro;BR;Avenida Geremário Dantas;Apartamento para aluguel possui 60 metros quadrados com 1 quarto em Pechincha - Rio de Janeiro - RJ
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Alexandre Dumas;São Paulo - Apartamento Padrão - Chácara Santo Antonio
23192-J-RS;WALLAU & BESKOW EMPREENDIMENTOS IMOBILIARIOS LTDA - ME;Novo Hamburgo;BR;Rua Benjamin Constant;Novo Hamburgo - Apartamento Padrão - Rio Branco
normal;Brognoli Digital;Florianópolis;BR;Rua Capitão Américo;FLORIANÓPOLIS - Apartamento Padrão - CÓRREGO GRANDE
27255-J-SP;RCA Negócios Imobiliários LTDA-ME;São Caetano do Sul;BR;Rua Wenceslau Bras;Apartamento de 181 metros quadrados no bairro Santa Paula com 3 quartos
04253-J-MG;BIHAIN NEGOCIOS IMOBILIARIOS;Belo Horizonte;BR;Rua Eli Seabra Filho;Belo Horizonte - Apartamento Padrão - Buritis
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Rua Guilherme Marconi;Rio de Janeiro - Apartamento Padrão - Santa Teresa
77808-F-RJ;INOVA HOMES;Niterói;BR;Rua Álvares de Azevedo;Apartamento de 90 metros quadrados no bairro Icaraí com 3 quartos
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Estrada Itaquera-Guaianazes;São Paulo - Apartamento Padrão - Itaquera
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Palhoça;BR;Servidão Maria Vieira dos Santos;Palhoça - Apartamento Padrão - Vila Florida
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Campinas;BR;Rua Daciano Ribeiro Rocha;Campinas - Apartamento Padrão - Parque das Universidades
49700-F-RS;SILVEIRA - LOCAÇÃO E VENDA;Porto Alegre;BR;Rua São Josemaría Escrivá;PORTO ALEGRE - Apartamento Padrão - Central Parque
04115-J-SC;IMOBILIARIA BORBA;Joinville;BR;normal;Apartamento com 2 Quartos no Vila Nova
004772-J-RJ;IMOBILIARIA FERNANDO & FERNANDES LTDA;Rio de Janeiro;BR;Boulevard Vinte e Oito de Setembro;Boulevard 28 de Setembro, 128 Ap 403
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Belo Horizonte;BR;Avenida Professor Mário Werneck;Belo Horizonte - Apartamento Padrão - Buritis
09544-J-SP;IMOVEIS VILLANI;São José dos Campos;BR;Avenida Doutor Adhemar de Barros;São José dos Campos - Apartamento Padrão - Vila Adyana
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua José Getúlio;São Paulo - Apartamento Padrão - Aclimação
04386-J-PR;IMOBILIARIA MONACO;Londrina;BR;Rua Fernando Monteiro Furtado;Londrina - Apartamento Padrão - Residencial José Lázaro Gouvea
00520-J-SP;SINAI IMOBILIARIA LTDA. - EPP;São Paulo;BR;Rua das Palmeiras;SãO PAULO - Apartamento Padrão - Vila Buarque
73427-J-SP;Destak Imóveis;Jundiaí;BR;normal;Jundiaí - Apartamento Padrão - Engordadouro
14226-J-SP;LELLO IMÓVEIS MOOCA LOCAÇÃO;São Paulo;BR;Avenida Paes de Barros;São Paulo - Apartamento Padrão - Mooca
29076-J-SP;DUT PRIME IMÓVEIS;Campinas;BR;Rua Martinho Calsavara;Campinas - Apartamento Padrão - Swift
35315-F-RS;IMOBILIÁRIA RODRIGUES;São Leopoldo;BR;normal;São Leopoldo - Apartamento Padrão - São José
25188-J-SP;Andrade & Menezes Negócios Imobiliários Ltda. Me;Ribeirão Preto;BR;Rua Capitão Pereira Lago;Apartamento com 3 dormitórios à venda, 84 m² por 230.000 - Vila Monte Alegre - Ribeirão Preto/SP
0000-F-RJ;Carlos Maciel Imóveis;Rio de Janeiro;BR;normal;Rio de Janeiro - Apartamento Padrão - Riachuelo
17452-J-SP;Next Soluções Imobiliárias;Campinas;BR;Rua Mario Natividade;Campinas - Apartamento Padrão - Taquaral
74867-F-SP;ImobiData Consultoria Imobiliária;São Paulo;BR;Rua João Pais;SãO PAULO - Apartamento Padrão - Santo Amaro
001542-J-RJ;PRIMA IMOBILIÁRIA;Rio de Janeiro;BR;Rua Rogério Karp;Apartamento de 95 metros quadrados no bairro Recreio dos Bandeirantes com 3 quartos
02414-J-MG;GN IMOVEIS;Belo Horizonte;BR;Rua Juiz Costa Val;Belo Horizonte - Apartamento Padrão - São Lucas
03703-J-PR;Imobiliária Santamérica;Londrina;BR;Rua Eurico Hummig;LONDRINA - Apartamento Padrão - Gleba Fazenda Palhano
29427-J-SP;OPEN NEGOCIOS IMOBILIARIOS;Santo André;BR;Rua Japão;Santo André - Apartamento Padrão - Parque das Nações
019493-J-SP;Nosso Teto - Limão;São Paulo;BR;Rua Vicente Soares da Costa;São Paulo - Apartamento Padrão - Jardim Primavera
29076-J-SP;DUT PRIME IMÓVEIS;Campinas;BR;Rua Hermantino Coelho;Campinas - Apartamento Padrão - Mansões Santo Antônio
03214-J-MG;MIRIAN DAYRELL IMÓVEIS;Belo Horizonte;BR;normal;Belo Horizonte - Apartamento Padrão - Sagrada Família
normal;Tatiana Lopes;Rio de Janeiro;BR;Rua Dona Maria;Apartamento de 65 metros quadrados no bairro Vila Isabel com 2 quartos
17862-J-SP;GRUPO AGUIAR;Valinhos;BR;Rua Americana;Valinhos - Apartamento Padrão - Jardim Imperial
97833-J-SP;G2F Especialista em Imóveis;Campinas;BR;normal;Campinas - Apartamento Padrão - Mansões Santo Antônio
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Curitiba;BR;Rua Maurício Caillet;Curitiba - Apartamento Padrão - Água Verde
01242-J-BA;17 EMPREENDIMENTOS IMOBILIARIOS LTDA - ME;Lauro de Freitas;BR;normal;APARTAMENTO RESIDENCIAL em LAURO DE FREITAS - BA, JARDIM DO JOCKEY
21592-J-SP;Dalton Gonçales Empreendimentos Imobiliários;Indaiatuba;BR;normal;INDAIATUBA - Apartamento Padrão - VILA NOSSA SENHORA APARECIDA
51543-F-RJ;Fly Brasil Imobiliária;Nova Iguaçu;BR;Rua Doutor Barros Júnior;Locação apartamento 2 quartos Condomínio Rossi Mais Nova Iguaçu
14226-J-SP;LELLO IMÓVEIS JUNDIAI LOCAÇÃO;Jundiaí;BR;Rua Quinze de Novembro;Jundiaí - Apartamento Padrão - Vila Municipal
00037-J-SP;IMOBILIARIA DANELLI LTDA - EPP;Taubaté;BR;normal;Taubaté - Apartamento Padrão - Jardim Santa Clara
54518-F-RJ;Favorita Imóveis;Rio de Janeiro;BR;Rua Jangadeiros;Apartamento para aluguel tem 40 metros quadrados com 1 quarto em Ipanema - Rio de Janeiro - RJ
14226-J-SP;LELLO IMÓVEIS JUNDIAI LOCAÇÃO;Jundiaí;BR;Rua Lupércio da Silveira Pupo;Jundiaí - Apartamento Padrão - Jardim Planalto
18439-J-SP;RE/MAX JAPI;Jundiaí;BR;Avenida Francisco Nobre;Jundiaí - Apartamento Padrão - Medeiros
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Alameda A;Rio de Janeiro - Apartamento Padrão - Recreio
14226-J-SP;LELLO IMÓVEIS TATUAPÉ LOCAÇÃO;São Paulo;BR;Rua Azevedo Soares;São Paulo - Apartamento Padrão - Tatuapé
03984-J-MG;LIDER NEGÓCIOS IMOBILIÁRIOS;Uberlândia;BR;normal;Aluguel Apartamento Presidente Roosevelt
82320-J-SP;AGENCIA DA PRAIA IMOVEIS;Praia Grande;BR;Rua Martim Afonso de Souza;Praia Grande - Apartamento Padrão - Aviação
20995-J-SP;Predial Lins Premium Administração e Vendas Ltda;São Paulo;BR;Avenida Lins de Vasconcelos;São Paulo - Apartamento Padrão - Cambuci
22301-J-RS;Justo Digital;São Leopoldo;BR;Rua Eugênio Berger;SÃO LEOPOLDO - Apartamento - SCHARLAU
25314-J-SP;Loan Gestão Imobiliária;São Paulo;BR;Rua Nova York;Apartamento de 43 metros quadrados no bairro Brooklin com 1 quarto
006972-J-RJ;Kiffer Ferreira Soluções Imobiliárias Ltda - ME;Niterói;BR;Avenida Almirante Ary Parreiras;Niterói - Apartamento Padrão - Icaraí
28049-F-RJ;WASHINGTON FERREIRA DA COSTA;Rio de Janeiro;BR;Rua Ituverava;Apartamento para aluguel tem 70 metros quadrados com 2 quartos em Anil - Rio de Janeiro - RJ
21592-J-SP;Dalton Gonçales Empreendimentos Imobiliários;Indaiatuba;BR;normal;INDAIATUBA - Apartamento Padrão - JARDIM DOM BOSCO
00941-J-SP;OMA NETIMOVEIS;São Paulo;BR;Praça Oswaldo Cruz;São Paulo - Apartamento Padrão - Paraíso
03547-J-PR;IMÓVEIS EXCLUSIVOS;Curitiba;BR;Rua Schiller;Curitiba - Apartamento Padrão - Cristo Rei
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Guaraja;São Paulo - Apartamento Padrão - Vila Mazzei
04149-J-MG;APACHE PONTE NOVA;Viçosa;BR;normal;Viçosa - Apartamento Padrão - Centro
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua da Mata;São Paulo - Apartamento Padrão - Itaim Bibi
028974-J-SP;IMIGRANTES IMOVEIS;Praia Grande;BR;Rua Carlos José Borstens;Praia Grande - Apartamento Padrão - Aviação
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Campinas;BR;Rua Joaquim de Paula Souza;Campinas - Apartamento Padrão - Ponte Preta
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Cardoso de Almeida;São Paulo - Apartamento Padrão - Perdizes
normal;MLS  Imóveis;Rio de Janeiro;BR;Rua Cândido Mendes;Apartamento de 55 metros quadrados no bairro Glória com 2 quartos
